product_id,id,name,brand,category,price,cpu,gpu,ram,storage_type,storage_capacity,display,has_embedding
"68ca54d976a72c2aed452e65",4,"Nitro V 16 ProPanel ANV16-41-R6ZY","Acer","Gaming",23590000,"AMD Ryzen™ 5 8645HS (4.3 GHz - 5.0 GHz, 16MB, 6 nhân, 12 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + AMD Radeon 760M","1 x 16GB","","","16"" IPS (1920 x 1200), 165Hz",1
"68ca54d976a72c2aed452e74",19,"ThinkPad X1 Carbon Gen 13 - 21NX0037VN","Lenovo","Văn phòng",47990000,"Intel® Core™ Ultra 5-225H (2.5 GHz - 4.9 GHz, 18MB, 14 nhân, 14 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","32GB Onboard","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452e63",2,"Nitro Lite 16 NL16-71G-56WQ","Acer","Gaming",21390000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® UHD Graphics","16GB (8GB + 8GB Onboard)","","","16"" IPS (1920 x 1200), 165Hz",1
"68ca54d976a72c2aed452e7c",27,"Aspire Lite 16 AI AL16-71P-71WU","Acer","Văn phòng",19990000,"Intel® Core™ Ultra 7-155H (3.6 GHz - 4.5 GHz, 24MB, 16 nhân, 18 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","2 x 8GB","","","16"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452e88",39,"Aspire Lite 14 AL14-71P-55P9","Acer","Văn phòng",15290000,"Intel® Core™ i5-13500H (2.6 GHz - 4.7GHz, 18MB, 12 nhân, 16 luồng)","Onboard graphics   () + Intel® UHD Graphics","1 x 16GB","","","14"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452e79",24,"Thinkpad X9-15 Gen 1 - 21Q60054VN","Lenovo","Văn phòng",52990000,"Intel® Core™ Ultra 7-258V (2.2 GHz - 4.8 GHz, 12MB, 8 nhân, 8 luồng)","Onboard graphics   () + Intel® Arc™ Graphics 140V","32GB Onboard","","","15.3"" OLED (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452e7d",28,"Aspire Lite 16 AI AL16-71P-5674","Acer","Văn phòng",16990000,"Intel® Core™ Ultra 5-125H (3.6 GHz - 4.5 GHz, 18MB, 14 nhân, 18 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","2 x 8GB","","","16"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452e7b",26,"Gaming Nitro V ProPanel ANV15-52-72BM","Acer","Gaming",30990000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 5050 8GB GDDR6 (440 AI TOPs) + Intel® UHD Graphics","1 x 16GB","","","15.6"" IPS (1920 x 1080), 180Hz",1
"68ca54d976a72c2aed452e67",6,"Swift 14 AI SF14-51-53P9","Acer","Văn phòng",34090000,"Intel® Core™ Ultra 5-226V (3.5 GHz - 4.5 GHz, 8MB, 8 nhân, 8 luồng)","Onboard graphics   () + Intel® Arc™ Graphics 130V","16GB Onboard","","","14"" OLED (2880 x 1800), 90Hz",1
"68ca54d976a72c2aed452e77",22,"Thinkpad X9-14 Gen 1 - 21QA006HVN","Lenovo","Văn phòng",48490000,"Intel® Core™ Ultra 5-228V (2.1 GHz - 4.5 GHz, 8MB, 8 nhân, 8 luồng)","Onboard   () + Intel® Arc™ Graphics 130V","32GB Onboard","","","14"" OLED (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452e78",23,"ThinkBook 16 Gen 8 - 21SK0073VN","Lenovo","Văn phòng",28990000,"Intel® Core™ Ultra 7-255H (2.0 GHz - 5.1 GHz, 24MB, 16 nhân, 16 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","2 x 8GB","","","16"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452e92",49,"ThinkPad CX9-14 Gen 1 - 21QA006KVN","Lenovo","Văn phòng",52990000,"Intel® Core™ Ultra 7-258V (2.2 GHz - 4.8 GHz, 12MB, 8 nhân, 8 luồng)","Onboard   () + Intel® Arc™ Graphics 140V","32GB Onboard","","","14"" OLED (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452e9d",60,"Aspire Lite 14 - AL14-52M-32KV","Acer","Văn phòng",9290000,"Intel® Core™ i3-1305U (1.6 GHz - 4.5 GHz, 10MB, 5 nhân, 6 luồng)","Onboard graphics   () + Intel® UHD Graphics","1 x 8GB","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452e8b",42,"Crosshair 16 HX AI D2XWGKG-034VN","Msi","Gaming",45990000,"Intel® Core™ Ultra 7-255HX (2.4 GHz - 5.2 GHz, 36MB, 14 nhân, 20 luồng)","GeForce RTX™ 5070 8GB GDDR7 (798 AI TOPs) + Intel® Graphics","2 x 8GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452e76",21,"ThinkPad T14s Gen 6 - 21R10008VN","Lenovo","Văn phòng",48990000,"Intel® Core™ Ultra 7-255H (2.0 GHz - 5.1 GHz, 24MB, 16 nhân, 16 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","32GB Onboard","","","14"" OLED (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452e8d",44,"Crosshair 16 HX AI D2XWFKG-035VN","Msi","Gaming",43990000,"Intel® Core™ Ultra 9-275HX (2.7 GHz - 5.7 GHz, 36MB, 24 nhân, 24 luồng)","GeForce RTX™ 5060 8GB GDDR7 (572 AI TOPs) + Intel® Graphics","2 x 16GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452e7a",25,"Nitro V 15 ProPanel ANV15-41-R7CR","Acer","Gaming",24990000,"AMD Ryzen™ 5 7535HS (3.3 GHz - 4.55 GHz, 16MB, 6 nhân, 12 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + AMD Radeon 660M","1 x 16GB","","","15.6"" IPS (1920 x 1080), 180Hz",1
"68ca54d976a72c2aed452e7f",30,"Inspiron 3530 - N5I7421W1","Dell","Văn phòng",18990000,"Intel® Core™ i7-1355U (1.7 GHz - 5.0 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","2 x 8GB","","","15.6"" WVA (1920 x 1080), 120Hz",1
"68ca54d976a72c2aed452e85",36,"Legion 5 15IRX10 - 83LY004GVN","Lenovo","Gaming",48990000,"Intel® Core™ i7-14700HX (2.1 GHz - 5.5 GHz, 33MB, 20 nhân, 28 luồng)","GeForce RTX™ 5070 8GB GDDR7 (798 AI TOPs) + ","2 x 12GB","","","15.1"" OLED (2560 x 1600), 165Hz",1
"68ca54d976a72c2aed452e8a",41,"Inspiron 3520 N5I5352W1","Dell","Văn phòng",13490000,"Intel® Core™ i5-1235U (1.3 GHz - 4.4 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","1 x 8GB","","","15.6"" WVA (1920 x 1080), 120Hz",1
"68ca54d976a72c2aed452e9c",59,"Crosshair 16 HX AI D2XWFKG-036VN","Msi","Gaming",39990000,"Intel® Core™ Ultra 7-255HX (2.4 GHz - 5.2 GHz, 30MB, 20 nhân, 20 luồng)","GeForce RTX™ 5060 8GB GDDR7 (572 AI TOPs) + ","2 x 8GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452e89",40,"Aspire Lite 15 AL15-72P-581V","Acer","Văn phòng",14490000,"Intel® Core™ i5-13500H (2.6 GHz - 4.7GHz, 18MB, 12 nhân, 16 luồng)","Onboard graphics   () + Intel® UHD Graphics","1 x 16GB","","","15.6"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452e87",38,"Aspire Lite 16 Gen 2 AL16-52P-572A","Acer","Văn phòng",13490000,"Intel® Core™ i5-1334U (1.3 GHz - 4.6 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","1 x 16GB","","","16"" IPS (1920 x 1200)",1
"68ca54d976a72c2aed452e9a",57,"Crosshair 16 HX AI D2XWGKG-072VN","Msi","Gaming",47990000,"Intel® Core™ Ultra 7-255HX (2.4 GHz - 5.2 GHz, 30MB, 20 nhân, 20 luồng)","GeForce RTX™ 5070 8GB GDDR7 (798 AI TOPs) + ","2 x 16GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452ea0",63,"ThinkPad X9-15 Gen 1 - 21Q60052VN","Lenovo","Văn phòng",50390000,"Intel® Core™ Ultra 5-228V (2.1 GHz - 4.5 GHz, 8MB, 8 nhân, 8 luồng)","Onboard graphics   () + Intel® Arc™ Graphics 130V","32GB Onboard","","","15.3"" OLED (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452eaa",73,"Legion Pro 5 16IAX10 - 83F3003VVN","Lenovo","Gaming",50490000,"Intel® Core™ Ultra 9-275HX (2.7 GHz - 5.4 GHz, 36MB, 24 nhân, 24 luồng)","GeForce RTX™ 5060 8GB GDDR7 (572 AI TOPs) + ","2 x 16GB","","","16"" OLED (2560 x 1600), 165Hz",1
"68ca54d976a72c2aed452e9b",58,"Crosshair 16 HX AI D2XWFKG-078VN","Msi","Gaming",41990000,"Intel® Core™ Ultra 7-255HX (2.4 GHz - 5.2 GHz, 30MB, 20 nhân, 20 luồng)","GeForce RTX™ 5060 8GB GDDR7 (572 AI TOPs) + ","2 x 16GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452e91",48,"ThinkPad CX9-14 Gen 1 - 21QA006LVN","Lenovo","Văn phòng",57090000,"Intel® Core™ Ultra 7-258V (2.2 GHz - 4.8 GHz, 12MB, 8 nhân, 8 luồng)","Onboard   () + Intel® Arc™ Graphics 140V","32GB Onboard","","","14"" OLED (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452ea6",69,"Legion Pro 7 16IAX10H - 83F5008VVN","Lenovo","Gaming",74990000,"Intel® Core™ Ultra 9-275HX (2.7 GHz - 5.4 GHz, 36MB, 24 nhân, 24 luồng)","GeForce RTX™ 5070Ti 12GB GDDR7 (992 AI TOPs) + Intel® Arc™ Graphics","2 x 16GB","","","16"" OLED (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452e99",56,"Crosshair 16 HX AI D2XWFKG-070VN","Msi","Gaming",41990000,"Intel® Core™ Ultra 9-275HX (2.7 GHz - 5.7 GHz, 36MB, 24 nhân, 24 luồng)","GeForce RTX™ 5060 8GB GDDR7 (572 AI TOPs) + ","2 x 8GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452eb8",87,"Aspire 14 AI A14-52M-71YQ","Acer","Văn phòng",25690000,"Intel® Core™ Ultra 7-256V (3.7 GHz - 4.8 GHz, 12MB, 8 nhân, 8 luồng)","Onboard graphics   () + Intel® Arc™ Graphics 140V","16GB Onboard","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452ea9",72,"Legion Pro 5 16IAX10 - 83F3002GVN","Lenovo","Gaming",55490000,"Intel® Core™ Ultra 9-275HX (2.7 GHz - 5.4 GHz, 36MB, 24 nhân, 24 luồng)","GeForce RTX™ 5070 8GB GDDR7 (798 AI TOPs) + ","2 x 16GB","","","16"" OLED (2560 x 1600), 165Hz",1
"68ca54d976a72c2aed452eac",75,"Swift Go 14 SFG14-41-R251","Acer","Văn phòng",16990000,"AMD Ryzen™ 5 7430U (2.3 GHz - 4.3 GHz, 16MB, 6 nhân, 12 luồng)","Onboard graphics   () + AMD Radeon™ Graphics","16GB Onbard","","","14"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452ec7",102,"IdeaPad Slim 3 15IRH10 - 83K1000GVN","Lenovo","Văn phòng",16190000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","Onboard graphics   () + Intel® UHD Graphics","24GB (16GB + 8GB Onboard)","","","15.3"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452ebe",93,"Aspire 7 A715-59G-73LB","Acer","Gaming",21990000,"Intel® Core™ i7-12650H (2.3 GHz - 4.7 GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® UHD Graphics","1 x 16GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452eb5",84,"Nitro Lite 16 NL16-71G-71UJ","Acer","Gaming",22390000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9 GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® UHD Graphics","16GB (8GB + 8GB Onboard)","","","16"" IPS (1920 x 1200), 165Hz",1
"68ca54d976a72c2aed452eb6",85,"Aspire Lite 16 G2 AL16-52P-76DU","Acer","Văn phòng",17090000,"Intel® Core™ i7-1355U (1.7 GHz - 5.0 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","1 x 16GB","","","16"" IPS (1920 x 1200)",1
"68ca54d976a72c2aed452eb7",86,"Aspire 14 AI A14-52M-585Y","Acer","Văn phòng",22990000,"Intel® Core™ Ultra 5-226V (2.1 GHz - 4.5 GHz, 8MB, 8 nhân, 8 luồng)","Onboard graphics   () + Intel® Arc™ Graphics 130V","16GB Onboard","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452ec2",97,"IdeaPad Slim 3 15IRH10 - 83K1002PVN","Lenovo","Văn phòng",18490000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","Onboard graphics   () + Intel® UHD Graphics","16GB (8GB + 8GB Onboard)","","","15.1"" OLED (2560 x 1600), 165Hz",1
"68ca54d976a72c2aed452ede",125,"Aspire Lite 15 AL15-71P-517D","Acer","Văn phòng",13790000,"Intel® Core™ i5-12450H (2.0 GHz - 4.4GHz, 12MB, 8 nhân, 12 luồng)","Onboard graphics   () + Intel® UHD Graphics","1 x 16GB","","","15.6"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452ec4",99,"Ideapad Slim 5 14AKP10 - 83HX001KVN","Lenovo","Văn phòng",21990000,"AMD Ryzen™ AI 5 340 (2.0 GHz - 4.8 GHz, 8MB, 6 nhân, 12 luồng)","Onboard graphics   () + AMD Radeon™ 840M","2 x 12GB","","","14"" OLED (1920 x 1200)",1
"68ca54d976a72c2aed452edd",124,"Gaming Predator Helios Neo 16 PHN16-72-950P","Acer","Gaming",50390000,"Intel® Core™ i9-14900HX (2.2 GHz - 5.8 GHz, 36MB, 24 nhân, 32 luồng)","GeForce RTX™ 4070 8GB GDDR6 (321 AI TOPs) + Intel® UHD Graphics 770","2 x 16GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452ee8",135,"IdeaPad Slim 3 15ABR8 - 82XM00MDVN","Lenovo","Văn phòng",12490000,"AMD Ryzen™ 5 5625U (2.3 GHz - 4.3 GHz, 16MB, 6 nhân, 12 luồng)","Onboard graphics   () + AMD Radeon™ Graphics","16GB Onboard","","","15.6"" IPS (1920 x 1080)",1
"68ca54d976a72c2aed452ee1",128,"IdeaPad Slim 5 OLED 15ARP10 - 83J3001DVN","Lenovo","Văn phòng",19990000,"AMD Ryzen™ 7 7735HS (3.2 GHz - 4.75 GHz, 16MB, 8 nhân, 16 luồng)","Onboard graphics   () + AMD Radeon 680M","16GB Onboard","","","15"" OLED (2560 x 1600), 165Hz",1
"68ca54d976a72c2aed452f16",181,"Nitro V 15 ProPanel ANV15-51-73UU","Acer","Gaming",24990000,"Intel Core i7-13620H (2.4 GHz - 4.9GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® UHD Graphics 770","1 x 16GB","","","15.6"" IPS (1920 x 1080), 180Hz",1
"68ca54d976a72c2aed452e93",50,"ThinkBook 14 G8 IAL - 21SJ0070VN","Lenovo","Văn phòng",22990000,"Intel® Core™ Ultra 5-225H (3.3GHz - 4.9GHz, 20MB, 10 nhân, 10 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","2 x 8GB","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f09",168,"ThinkPad E16 Gen 2 - 21MA004JVN","Lenovo","Văn phòng",27990000,"Intel® Core™ Ultra 7-155U (1.7 GHz - 4.8 GHz, 12MB, 12 nhân, 14 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","1 x 16GB","","","16"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452ebd",92,"Aspire 7 A715-59G-57TU","Acer","Gaming",18990000,"Intel® Core™ i5-12450H (2.0 GHz - 4.4GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® UHD Graphics","1 x 16GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452ee7",134,"IdeaPad Slim 3 16IRH10 - 83K20001VN","Lenovo","Văn phòng",17990000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9 GHz, 24MB, 10 nhân, 16 luồng)","Onboard graphics   () + Intel® UHD Graphics 770","16GB (8GB + 8GB Onboard)","","","16"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452e9f",62,"V14 G4 IRU - 83A000FQVN","Lenovo","Văn phòng",13990000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","Onboard graphics   () + Intel UHD Graphics","16GB (8GB + 8GB Onboard)","","","14"" IPS (1920 x 1080)",1
"68ca54d976a72c2aed452e95",52,"Aspire 5 A515-58P-702Q","Acer","Văn phòng",15990000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9 GHz, 24MB, 10 nhân, 16 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","16GB Onboard","","","15.6"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452e97",54,"Nitro V 15 ProPanel ANV15-51-76B9","Acer","Gaming",25990000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9 GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel® UHD Graphics","2 x 8GB","","","15.6"" IPS (1920 x 1080), 180Hz",1
"68ca54d976a72c2aed452e90",47,"Inspiron 5441 - 5MNK1","Dell","Văn phòng",26490000,"Snapdragon X1P 64 100 (3.4 GHz, 12MB, 10 nhân, 10 luồng)","Onboard graphics   () + Qualcomm® Adreno™ GPU","16GB Onboard","","","14"" WVA (1920 x 1200)",1
"68ca54d976a72c2aed452eb9",88,"LOQ 15IRX9 - 83DV013PVN","Lenovo","Gaming",23490000,"Intel® Core™ i5-13450HX (2.4 GHz - 4.6 GHz, 20MB, 10 nhân, 16 luồng)","GeForce RTX™ 3050 6GB GDDR6 (142 AI TOPs) + Intel® UHD Graphics 710","1 x 12GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452ec0",95,"Nitro Lite 16 NL16-71G-56WQ","Acer","Gaming",21390000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® UHD Graphics","16GB (8GB + 8GB Onboard)","","","16"" IPS (1920 x 1200), 165Hz",1
"68ca54d976a72c2aed452e9e",61,"ThinkPad E14 Gen 7 - 21SX0032VN","Lenovo","Văn phòng",32690000,"Intel® Core™ Ultra 7-255H (2.0 GHz - 5.1 GHz, 24MB, 16 nhân, 16 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","2 x 16GB","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452ee9",136,"IdeaPad Slim 3 14IRH10 - 83K0000BVN","Lenovo","Văn phòng",17490000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","Onboard graphics   () + Intel UHD Graphics","16GB (8GB + 8GB Onboard)","","","14"" OLED (1920 x 1200)",1
"68ca54d976a72c2aed452ec1",96,"Ideapad Slim 5 14AKP10 - 83HX001JVN","Lenovo","Văn phòng",26990000,"AMD Ryzen™ AI 7 350 (2.0 GHz - 5.0 GHz, 8MB, 8 nhân, 16 luồng)","Onboard graphics   () + AMD Radeon™ 860M","2 x 16GB","","","14"" OLED (1920 x 1200)",1
"68ca54d976a72c2aed452edb",122,"LOQ 15IAX9E - 83LK0079VN","Lenovo","Gaming",19990000,"Intel® Core™ i5-12450HX (2.4 GHz - 4.4 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 3050 6GB GDDR6 (142 AI TOPs) + ","1 x 16GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452ec6",101,"IdeaPad Slim 3 14IRH10 - 83K00009VN","Lenovo","Văn phòng",18990000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9 GHz, 12MB, 10 nhân, 16 luồng)","Onboard graphics   () + Intel UHD Graphics","24GB (16GB + 8GB Onboard)","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452ec9",104,"Katana 15 B13VFK-2099VN","Msi","Gaming",30390000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9 GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 4060 8GB GDDR6 (233 AI TOPS) + Intel® UHD Graphics","2 x 16GB","","","15.6"" IPS (1920 x 1080)",1
"68ca54d976a72c2aed452ec5",100,"Legion Pro 7 16IAX10H - 83F5008WVN","Lenovo","Gaming",96990000,"Intel® Core™ Ultra 9-275HX (4.6 GHz - 5.4 GHz, 36MB, 24 nhân, 24 luồng)","GeForce RTX™ 5080 16GB GDDR7 (1334 AI TOPS) + Intel® Arc™ Graphics","2 x 16GB","","","16"" OLED (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452ecd",108,"Aspire 5 A515-58P-9841","Acer","Văn phòng",19990000,"Intel® Core™ i9-13900H (2.6 GHz - 5.4GHz, 24MB, 14 nhân, 20 luồng)","Onboard graphics   () + Intel® UHD Graphics","16GB Onboard","","","15.6"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452ec3",98,"VenturePro 16 AI A1VEG-003VN","Msi","Gaming",28490000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel® UHD Graphics","2 x 8GB","","","16"" OLED (2048 x 1280), 120Hz",1
"68ca54d976a72c2aed452f20",191,"Swift Go AI OLED SFG14-73-75YM","Acer","Văn phòng",26190000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","16GB Onboard","","","14"" OLED (2880 x 1800), 90Hz",1
"68ca54d976a72c2aed452edc",123,"Aspire Lite 14 AL14-51P-35QD","Acer","Văn phòng",10790000,"Intel® Core™ i3-1305U (1.6 GHz - 4.5 GHz, 10MB, 5 nhân, 6 luồng)","Onboard graphics   () + Intel® UHD Graphics","1 x 8GB","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f25",196,"Nitro V 16 ProPanel ANV16-41-R6ZY","Acer","Gaming",23590000,"AMD Ryzen™ 5 8645HS (4.3 GHz - 5.0 GHz, 16MB, 6 nhân, 12 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + AMD Radeon 760M","1 x 16GB","","","16"" IPS (1920 x 1200), 165Hz",1
